web-scraper-order,web-scraper-start-url,links,links-href,title,make,trim,year,model,mileage,location,registeryear,fueltype,registeredcity,grade,color,noofownerandaccident,price,pages,pages-href,Automatic,assembly
"1648984884-158","https://buy.carfirst.com/used-cars","Mazda Scrum 660cc 4-pwr Turbo 2013
                                    
                                    
                                                                                2013 
                                                                                                                        Scrum 
                                                                                                                        190,066 
                                                                            
                                    
                                                                              PKR 1,530,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Khalid Bin Waleed Road
                                                                                                                        , Karachi","https://buy.carfirst.com/used-cars/mazda-scrum-2013-660cc-4-pwr-turbo-pk-1173058","Mazda Scrum 660cc 4-pwr Turbo 2013","Mazda","660cc 4-pwr Turbo","2013","Scrum","190,066","Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi","2017","Petrol","Karachi","B","Black","2 Owner 

                            0 Accident","PKR 1,530,000","6","https://buy.carfirst.com/used-cars?page=6","automatic","Assembly"
"1648984830-137","https://buy.carfirst.com/used-cars","Honda City 1.5 i-VTEC Aspire 2015
                                    
                                    
                                                                                2015 
                                                                                                                        City 
                                                                                                                        202,039 
                                                                            
                                    
                                                                              PKR 2,150,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Lahore Ware House
                                                                                                                        , Lahore","https://buy.carfirst.com/used-cars/honda-city-2015-1-5-i-vtec-aspire-pk-1171571","Honda City 1.5 i-VTEC Aspire 2015","Honda","1.5 i-VTEC Aspire","2015","City","202,039","Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore","2015","Petrol","Lahore","B","White","1 Owner 

                            0 Accident","PKR 2,150,000","8","https://buy.carfirst.com/used-cars?page=8","manual","Assembly"
"1648985005-206","https://buy.carfirst.com/used-cars","Suzuki Mehran 800cc VX 2009
                                    
                                    
                                                                                2009 
                                                                                                                        Mehran 
                                                                                                                        21,974 
                                                                            
                                    
                                                                              PKR 490,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Khalid Bin Waleed Road
                                                                                                                        , Karachi","https://buy.carfirst.com/used-cars/suzuki-mehran-2009-800cc-vx-pk-1175070","Suzuki Mehran 800cc VX 2009","Suzuki","800cc VX","2009","Mehran","21,974","Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi","2009","Petrol","Karachi","C","White","2 Owner 

                            0 Accident","PKR 490,000","3","https://buy.carfirst.com/used-cars?page=3","manual","Assembly"
"1648985071-233","https://buy.carfirst.com/used-cars","Toyota Corolla 1.3 XLI - Old Shape 2014
                                    
                                    
                                                                                2014 
                                                                                                                        Corolla 
                                                                                                                        156,436 
                                                                            
                                    
                                                                              PKR 1,930,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Lahore Ware House
                                                                                                                        , Lahore","https://buy.carfirst.com/used-cars/toyota-corolla-2014-1-3-xli-old-shape-pk-1132294","Toyota Corolla 1.3 XLI - Old Shape 2014","Toyota","1.3 XLI - Old Shape","2014","Corolla","156,436","Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore","2014","Petrol","Lahore","C","White","3 Owner 

                            0 Accident","PKR 1,930,000","","","manual","Assembly"
"1648984856-147","https://buy.carfirst.com/used-cars","Honda Civic 1.8 i-VTEC Oriel Prosmatec UG 2014
                                    
                                    
                                                                                2014 
                                                                                                                        Civic 
                                                                                                                        76,416 
                                                                            
                                    
                                                                              PKR 2,610,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Khalid Bin Waleed Road
                                                                                                                        , Karachi","https://buy.carfirst.com/used-cars/honda-civic-2014-1-8-i-vtec-oriel-prosmatec-ug-pk-1171832","Honda Civic 1.8 i-VTEC Oriel Prosmatec UG 2014","Honda","1.8 i-VTEC Oriel Prosmatec UG","2014","Civic","76,416","Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi","2014","Petrol","Karachi","B","Black","2 Owner 

                            0 Accident","PKR 2,610,000","7","https://buy.carfirst.com/used-cars?page=7","automatic","Assembly"
"1648985076-235","https://buy.carfirst.com/used-cars","Toyota Corolla 1.3 XLI 2013
                                    
                                    
                                                                                2013 
                                                                                                                        Corolla 
                                                                                                                        127,637 
                                                                            
                                    
                                                                              PKR 1,780,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Khalid Bin Waleed Road
                                                                                                                        , Karachi","https://buy.carfirst.com/used-cars/toyota-corolla-2013-1-3-xli-pk-1169546","Toyota Corolla 1.3 XLI 2013","Toyota","1.3 XLI","2013","Corolla","127,637","Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi","2013","Petrol","Karachi","C","Red","1 Owner 

                            0 Accident","PKR 1,780,000","","","manual","Assembly"
"1648984910-169","https://buy.carfirst.com/used-cars","Suzuki Alto 660cc VXL AGS 2019
                                    
                                    
                                                                                2019 
                                                                                                                        Alto 
                                                                                                                        19,906 
                                                                            
                                    
                                                                              PKR 1,800,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Khalid Bin Waleed Road
                                                                                                                        , Karachi","https://buy.carfirst.com/used-cars/suzuki-alto-2019-660cc-vxl-ags-pk-1176450?car=warranty","Suzuki Alto 660cc VXL AGS 2019","Suzuki","660cc VXL AGS","2019","Alto","19,906","Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi","2019","Petrol","Karachi","B","Grey","3 Owner 

                            0 Accident","PKR 1,800,000","6","https://buy.carfirst.com/used-cars?page=6","automatic","Assembly"
"1648985045-222","https://buy.carfirst.com/used-cars","Toyota Aqua 1.5 S Push Start 2015
                                    
                                    
                                                                                2015 
                                                                                                                        Aqua 
                                                                                                                        99,629 
                                                                            
                                    
                                                                              PKR 2,750,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Khalid Bin Waleed Road
                                                                                                                        , Karachi","https://buy.carfirst.com/used-cars/toyota-aqua-2015-1-5-s-push-start-pk-1170418","Toyota Aqua 1.5 S Push Start 2015","Toyota","1.5 S Push Start","2015","Aqua","99,629","Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi","2018","PetrolElectric","Karachi","C","Silver","1 Owner 

                            0 Accident","PKR 2,750,000","2","https://buy.carfirst.com/used-cars?page=2","automatic","Assembly"
"1648984985-199","https://buy.carfirst.com/used-cars","Suzuki Cultus 1.0 VXR Euro II 2015
                                    
                                    
                                                                                2015 
                                                                                                                        Cultus 
                                                                                                                        59,520 
                                                                            
                                    
                                                                              PKR 1,180,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Khalid Bin Waleed Road
                                                                                                                        , Karachi","https://buy.carfirst.com/used-cars/suzuki-cultus-2015-1-0-vxr-euro-ii-pk-1173086","Suzuki Cultus 1.0 VXR Euro II 2015","Suzuki","1.0 VXR Euro II","2015","Cultus","59,520","Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi","2015","Petrol","Karachi","C","Grey","1 Owner 

                            0 Accident","PKR 1,180,000","4","https://buy.carfirst.com/used-cars?page=4","manual","Assembly"
"1648984825-135","https://buy.carfirst.com/used-cars","Honda City 1.3 i-VTEC 2018
                                    
                                    
                                                                                2018 
                                                                                                                        City 
                                                                                                                        67,904 
                                                                            
                                    
                                                                              PKR 2,500,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Lahore Ware House
                                                                                                                        , Lahore","https://buy.carfirst.com/used-cars/honda-city-2018-1-3-i-vtec-pk-1175617?car=warranty","Honda City 1.3 i-VTEC 2018","Honda","1.3 i-VTEC","2018","City","67,904","Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore","2018","Petrol","Lahore","B","White","2 Owner 

                            0 Accident","PKR 2,500,000","8","https://buy.carfirst.com/used-cars?page=8","manual","Assembly"
"1648985052-225","https://buy.carfirst.com/used-cars","Toyota Corolla 1.3 GLI 2012
                                    
                                    
                                                                                2012 
                                                                                                                        Corolla 
                                                                                                                        82,753 
                                                                            
                                    
                                                                              PKR 1,850,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Khalid Bin Waleed Road
                                                                                                                        , Karachi","https://buy.carfirst.com/used-cars/toyota-corolla-2012-1-3-gli-pk-1175100","Toyota Corolla 1.3 GLI 2012","Toyota","1.3 GLI","2012","Corolla","82,753","Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi","2012","Petrol","Karachi","B","Red","1 Owner 

                            0 Accident","PKR 1,850,000","2","https://buy.carfirst.com/used-cars?page=2","manual","Assembly"
"1648985036-218","https://buy.carfirst.com/used-cars","Suzuki Swift 1.3 DX 2015
                                    
                                    
                                                                                2015 
                                                                                                                        Swift 
                                                                                                                        105,238 
                                                                            
                                    
                                                                              PKR 1,520,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Lahore Ware House
                                                                                                                        , Lahore","https://buy.carfirst.com/used-cars/suzuki-swift-2015-1-3-dx-pk-1129507","Suzuki Swift 1.3 DX 2015","Suzuki","1.3 DX","2015","Swift","105,238","Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore","2015","Petrol","Peshawar","B","White","1 Owner 

                            0 Accident","PKR 1,520,000","2","https://buy.carfirst.com/used-cars?page=2","manual","Assembly"
"1648984976-195","https://buy.carfirst.com/used-cars","Suzuki Cultus 1.0 VXR 2007
                                    
                                    
                                                                                2007 
                                                                                                                        Cultus 
                                                                                                                        76,499 
                                                                            
                                    
                                                                              PKR 740,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Khalid Bin Waleed Road
                                                                                                                        , Karachi","https://buy.carfirst.com/used-cars/suzuki-cultus-2007-1-0-vxr-pk-1175514","Suzuki Cultus 1.0 VXR 2007","Suzuki","1.0 VXR","2007","Cultus","76,499","Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi","2007","PetrolCompressedNaturalGas","Karachi","C","Black","2 Owner 

                            0 Accident","PKR 740,000","4","https://buy.carfirst.com/used-cars?page=4","manual","Assembly"
"1648984903-166","https://buy.carfirst.com/used-cars","Subaru Pleo 660cc L 2016
                                    
                                    
                                                                                2016 
                                                                                                                        Pleo 
                                                                                                                        81,835 
                                                                            
                                    
                                                                              PKR 1,560,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Khalid Bin Waleed Road
                                                                                                                        , Karachi","https://buy.carfirst.com/used-cars/subaru-pleo-2016-660cc-l-pk-1168859?car=warranty","Subaru Pleo 660cc L 2016","Subaru","660cc L","2016","Pleo","81,835","Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi","2017","Petrol","Karachi","D","Blue","3 Owner 

                            0 Accident","PKR 1,560,000","6","https://buy.carfirst.com/used-cars?page=6","automatic","Assembly"
"1648985085-239","https://buy.carfirst.com/used-cars","Toyota Corolla 1.8 Altis Grande CVT-i Cruisetronic 2016
                                    
                                    
                                                                                2016 
                                                                                                                        Corolla 
                                                                                                                        136,219 
                                                                            
                                    
                                                                              PKR 2,870,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Lahore Ware House
                                                                                                                        , Lahore","https://buy.carfirst.com/used-cars/toyota-corolla-2016-1-8-altis-grande-cvt-i-cruisetronic-pk-1174978","Toyota Corolla 1.8 Altis Grande CVT-i Cruisetronic 2016","Toyota","1.8 Altis Grande CVT-i Cruisetronic","2016","Corolla","136,219","Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore","2016","Petrol","Lahore","C","White","3 Owner 

                            0 Accident","PKR 2,870,000","","","automatic","Assembly"
"1648985010-208","https://buy.carfirst.com/used-cars","Suzuki Swift 1.2 XG 2013
                                    
                                    
                                                                                2013 
                                                                                                                        Swift 
                                                                                                                        126,925 
                                                                            
                                    
                                                                              PKR 1,450,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Khalid Bin Waleed Road
                                                                                                                        , Karachi","https://buy.carfirst.com/used-cars/suzuki-swift-2013-1-2-xg-pk-1173735","Suzuki Swift 1.2 XG 2013","Suzuki","1.2 XG","2007","Swift","126,925","Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi","2013","Petrol","Karachi","C","Black","3 Owner 

                            0 Accident","PKR 1,450,000","3","https://buy.carfirst.com/used-cars?page=3","automatic","Assembly"
"1648984832-138","https://buy.carfirst.com/used-cars","Honda Civic 1.6 VTi Oriel Prosmatec 2002
                                    
                                    
                                                                                2002 
                                                                                                                        Civic 
                                                                                                                        141,622 
                                                                            
                                    
                                                                              PKR 980,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Khalid Bin Waleed Road
                                                                                                                        , Karachi","https://buy.carfirst.com/used-cars/honda-civic-2002-1-6-vti-oriel-prosmatec-pk-1175133","Honda Civic 1.6 VTi Oriel Prosmatec 2002","Honda","1.6 VTi Oriel Prosmatec","2002","Civic","141,622","Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi","2002","Petrol","Karachi","D","Pink","2 Owner 

                            0 Accident","PKR 980,000","8","https://buy.carfirst.com/used-cars?page=8","automatic","Assembly"
"1648984917-171","https://buy.carfirst.com/used-cars","Suzuki Alto 660cc VXR 2020
                                    
                                    
                                                                                2020 
                                                                                                                        Alto 
                                                                                                                        48,381 
                                                                            
                                    
                                                                              PKR 1,630,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Lahore Ware House
                                                                                                                        , Lahore","https://buy.carfirst.com/used-cars/suzuki-alto-2020-660cc-vxr-pk-1175972?car=warranty","Suzuki Alto 660cc VXR 2020","Suzuki","660cc VXR","2020","Alto","48,381","Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore","2020","Petrol","Karachi","B","White","3 Owner 

                            0 Accident","PKR 1,630,000","5","https://buy.carfirst.com/used-cars?page=5","manual","Assembly"
"1648985073-234","https://buy.carfirst.com/used-cars","Toyota Corolla 1.3 XLI 2010
                                    
                                    
                                                                                2010 
                                                                                                                        Corolla 
                                                                                                                        75,652 
                                                                            
                                    
                                                                              PKR 1,450,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Khalid Bin Waleed Road
                                                                                                                        , Karachi","https://buy.carfirst.com/used-cars/toyota-corolla-2010-1-3-xli-pk-1114543","Toyota Corolla 1.3 XLI 2010","Toyota","1.3 XLI","2011","Corolla","75,652","Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi","2010","Petrol","Karachi","C","White","2 Owner 

                            0 Accident","PKR 1,450,000","","","manual","Assembly"
"1648984851-145","https://buy.carfirst.com/used-cars","Honda Civic 1.8 i-VTEC Oriel CVT UG 2018
                                    
                                    
                                                                                2018 
                                                                                                                        Civic 
                                                                                                                        73,595 
                                                                            
                                    
                                                                              PKR 3,650,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Lahore Ware House
                                                                                                                        , Lahore","https://buy.carfirst.com/used-cars/honda-civic-2018-1-8-i-vtec-oriel-cvt-ug-pk-1177297?car=warranty","Honda Civic 1.8 i-VTEC Oriel CVT UG 2018","Honda","1.8 i-VTEC Oriel CVT UG","2018","Civic","73,595","Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore","2018","Petrol","Islamabad","C","White","1 Owner 

                            0 Accident","PKR 3,650,000","7","https://buy.carfirst.com/used-cars?page=7","automatic","Assembly"
"1648985014-210","https://buy.carfirst.com/used-cars","Suzuki Swift 1.3 DX 2014
                                    
                                    
                                                                                2014 
                                                                                                                        Swift 
                                                                                                                        119,701 
                                                                            
                                    
                                                                              PKR 1,400,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Lahore Ware House
                                                                                                                        , Lahore","https://buy.carfirst.com/used-cars/suzuki-swift-2014-1-3-dx-pk-1129499","Suzuki Swift 1.3 DX 2014","Suzuki","1.3 DX","2014","Swift","119,701","Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore","2015","Petrol","Peshawar","C","White","1 Owner 

                            0 Accident","PKR 1,400,000","3","https://buy.carfirst.com/used-cars?page=3","manual","Assembly"
"1648985024-214","https://buy.carfirst.com/used-cars","Suzuki Swift 1.3 DX 2015
                                    
                                    
                                                                                2015 
                                                                                                                        Swift 
                                                                                                                        139,244 
                                                                            
                                    
                                                                              PKR 1,500,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Lahore Ware House
                                                                                                                        , Lahore","https://buy.carfirst.com/used-cars/suzuki-swift-2015-1-3-dx-pk-1129524","Suzuki Swift 1.3 DX 2015","Suzuki","1.3 DX","2015","Swift","139,244","Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore","2015","Petrol","Peshawar","B","White","1 Owner 

                            0 Accident","PKR 1,500,000","3","https://buy.carfirst.com/used-cars?page=3","manual","Assembly"
"1648984924-174","https://buy.carfirst.com/used-cars","Suzuki Alto 660cc VXR 2021
                                    
                                    
                                                                                2021 
                                                                                                                        Alto 
                                                                                                                        13,183 
                                                                            
                                    
                                                                              PKR 1,730,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Khalid Bin Waleed Road
                                                                                                                        , Karachi","https://buy.carfirst.com/used-cars/suzuki-alto-2021-660cc-vxr-pk-1173234?car=warranty","Suzuki Alto 660cc VXR 2021","Suzuki","660cc VXR","2021","Alto","13,183","Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi","2021","Petrol","Karachi","A","White","1 Owner 

                            0 Accident","PKR 1,730,000","5","https://buy.carfirst.com/used-cars?page=5","manual","Assembly"
"1648985019-212","https://buy.carfirst.com/used-cars","Suzuki Swift 1.3 DX 2014
                                    
                                    
                                                                                2014 
                                                                                                                        Swift 
                                                                                                                        121,503 
                                                                            
                                    
                                                                              PKR 1,370,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Lahore Ware House
                                                                                                                        , Lahore","https://buy.carfirst.com/used-cars/suzuki-swift-2014-1-3-dx-pk-1129504","Suzuki Swift 1.3 DX 2014","Suzuki","1.3 DX","2014","Swift","121,503","Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore","2014","Petrol","Peshawar","C","White","1 Owner 

                            0 Accident","PKR 1,370,000","3","https://buy.carfirst.com/used-cars?page=3","manual","Assembly"
"1648984886-159","https://buy.carfirst.com/used-cars","Mercedes Benz E-Class 1.8 E200 Kompressor 2003
                                    
                                    
                                                                                2003 
                                                                                                                        E-Class 
                                                                                                                        195,478 
                                                                            
                                    
                                                                              PKR 2,500,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Lahore Ware House
                                                                                                                        , Lahore","https://buy.carfirst.com/used-cars/mercedes-benz-e-class-2003-1-8-e200-kompressor-pk-1175209","Mercedes Benz E-Class 1.8 E200 Kompressor 2003","Mercedes Benz","1.8 E200 Kompressor","2003","E-Class","195,478","Ali Trade Centre, MM Alam Road, Block B1 Block B 1 Gulberg III, Lahore, Pakistan, Lahore","2008","Petrol","Lahore","C","Black","5 Owner 

                            0 Accident","PKR 2,500,000","6","https://buy.carfirst.com/used-cars?page=6","automatic","Assembly"
"1648985078-236","https://buy.carfirst.com/used-cars","Toyota Corolla 1.3 XLI 2015
                                    
                                    
                                                                                2015 
                                                                                                                        Corolla 
                                                                                                                        1,456 
                                                                            
                                    
                                                                              PKR 2,120,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Khalid Bin Waleed Road
                                                                                                                        , Karachi","https://buy.carfirst.com/used-cars/toyota-corolla-2015-1-3-xli-pk-1173002","Toyota Corolla 1.3 XLI 2015","Toyota","1.3 XLI","2015","Corolla","1,456","Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi","2015","Petrol","Karachi","C","Black","1 Owner 

                            0 Accident","PKR 2,120,000","","","manual","Assembly"
"1648984879-156","https://buy.carfirst.com/used-cars","Hyundai Santro 1.0 Club GV 2006
                                    
                                    
                                                                                2006 
                                                                                                                        Santro 
                                                                                                                        190,110 
                                                                            
                                    
                                                                              PKR 780,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Khalid Bin Waleed Road
                                                                                                                        , Karachi","https://buy.carfirst.com/used-cars/hyundai-santro-2006-1-0-club-gv-pk-1168730","Hyundai Santro 1.0 Club GV 2006","Hyundai","1.0 Club GV","2006","Santro","190,110","Shop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.Cthis .H.S Society Main Khalid Bin Waleed Road Karachi, Karachi","2006","PetrolCompressedNaturalGas","Karachi","C","White","1 Owner 

                            0 Accident","PKR 780,000","6","https://buy.carfirst.com/used-cars?page=6","manual","Assembly"
"1648985050-224","https://buy.carfirst.com/used-cars","Toyota Corolla 1.3 GLI 2002
                                    
                                    
                                                                                2002 
                                                                                                                        Corolla 
                                                                                                                        178,861 
                                                                            
                                    
                                                                              PKR 1,350,000
                                                                                
                                    
                                    
                                      
                                         

                                                                                Karachi Ware House
                                                                                                                        , Karachi","https://buy.carfirst.com/used-cars/toyota-corolla-2002-1-3-gli-pk-1175398","Toyota Corolla 1.3 GLI 2002","Toyota","1.3 GLI","2002","Corolla","178,861","Plot, gate # 1, old bulb factory, near hamza qausia lawn & edhi center, hassan square Karachi., Karachi","2002","Petrol","Karachi","C","Green","4 Owner 

                            0 Accident","PKR 1,350,000","2","https://buy.carfirst.com/used-cars?page=2","manual","Assembly"
